route_id,stop_sequence,latitude,longitude,stop_type,planned_arrival_time,service_time_minutes,planned_start_time,time_window_start,time_window_end,demand_units,customer_id
R002,9,40.76931,-73.99189,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-09
R002,10,40.74928,-73.9893,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-10
R002,11,40.76626,-73.97251,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-11
R002,12,40.76212,-74.00137,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-12
R002,13,40.7499,-73.97527,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-13
R002,14,40.77318,-73.98398,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-14
R002,15,40.75074,-73.99884,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-15
R002,16,40.76,-73.96679,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-16
R002,17,40.76987,-73.99974,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-17
R002,18,40.745,-73.98376,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-18
R002,19,40.77229,-73.97307,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-19
R002,20,40.75723,-74.00617,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-20
R002,21,40.75126,-73.96734,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-21
R002,22,40.77612,-73.99123,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-22
R002,23,40.74484,-73.99588,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-23
R002,24,40.76599,-73.96386,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-24
R002,25,40.76679,-74.00725,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R002-25
R003,0,40.748,-73.9855,depot,,0,2025-06-10T08:00:00+00:00,,,0,
R003,1,40.74735,-74.00459,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-01
R003,2,40.74595,-73.99619,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-02
R003,3,40.75335,-74.00389,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-03
R003,4,40.74179,-74.00477,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-04
R003,5,40.75121,-73.99219,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-05
R003,6,40.75056,-74.01196,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-06
R003,7,40.74004,-73.99531,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-07
R003,8,40.75762,-73.99849,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-08
R003,9,40.742,-74.01271,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-09
R003,10,40.74653,-73.98682,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-10
R003,11,40.75695,-74.01121,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-11
R003,12,40.7358,-74.00207,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-12
R003,13,40.75698,-73.98944,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-13
R003,14,40.74744,-74.01878,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-14
R003,15,40.73917,-73.9875,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-15
R003,16,40.76205,-74.00376,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-16
R003,17,40.73603,-74.01243,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-17
R003,18,40.75124,-73.98193,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-18
R003,19,40.75575,-74.01903,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-19
R003,20,40.73283,-73.99505,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-20
R003,21,40.76277,-73.99223,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-21
R003,22,40.74162,-74.0217,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-22
R003,23,40.74215,-73.98016,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-23
R003,24,40.76348,-74.01197,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-24
R003,25,40.73079,-74.00743,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R003-25
R004,0,40.748,-73.9855,depot,,0,2025-06-10T08:00:00+00:00,,,0,
R004,1,40.73364,-73.98423,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-01
R004,2,40.74014,-73.98348,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-02
R004,3,40.7334,-73.99218,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-03
R004,4,40.73423,-73.97693,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-04
R004,5,40.74246,-73.99088,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-05
R004,6,40.72769,-73.98748,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-06
R004,7,40.74156,-73.97586,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-07
R004,8,40.7369,-73.99846,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-08
R004,9,40.72823,-73.97618,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-09
R004,10,40.7471,-73.98544,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-10
R004,11,40.72743,-73.99594,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-11
R004,12,40.73702,-73.96944,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-12
R004,13,40.74378,-73.99879,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-13
R004,14,40.72297,-73.98253,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-14
R004,15,40.74754,-73.97573,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-15
R004,16,40.73237,-74.00358,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-16
R004,17,40.72921,-73.96841,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-17
R004,18,40.75017,-73.99225,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-18
R004,19,40.72171,-73.99337,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-19
R004,20,40.74268,-73.96646,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-20
R004,21,40.74094,-74.006,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-21
R004,22,40.72153,-73.97453,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-22
R004,23,40.75266,-73.98058,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-23
R004,24,40.72602,-74.00439,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-24
R004,25,40.73364,-73.96219,delivery,,2.0,2025-06-10T08:00:00+00:00,,,1,cou-R004-25
